id;"user_id";"title";"author";"description";"still_there";"lat";"lng";"date";"confirmation_date"
67;"1";"The Tortoise & Harriet";"Dulk";"";"1";"39.7594";"-104.985";"1510654178000";"1510654178000"
68;"1";"Catch the butterfly";"Dzia Krank";"";"1";"50.8898";"5.96967";"1510654178000";"1510654178000"
69;"1";"Golden Eagle";"Dzia Krank";"";"1";"67.2843";"14.3769";"1510654178000";"1510654178000"
70;"1";"Il fenicottero";"Dzia Krank";"";"1";"37.7201";"12.4909";"1510654178000";"1510654178000"
71;"1";"Save the Arctic";"Dzia Krank";"";"1";"51.207";"4.44903";"1510654178000";"1510654178000"
72;"1";"Tribute to Cecil the Lion";"Dzia Krank";"";"1";"55.8494";"-4.24988";"1510654178000";"1510654178000"
73;"1";"<Nessun titolo>";"Dzia Krank";"";"1";"50.9195";"4.41999";"1510654178000";"1510654178000"
74;"1";"Ziggy Stardust";"Eduardo Kobra";"";"1";"40.7345";"-74.0444";"1510654178000";"1510654178000"
75;"1";"Yorick’s skull";"Eduardo Kobra";"";"0";"26.7135";"-80.0508";"1510654178000";"1510654178000"
76;"1";"<Nessun titolo>";"Elementi Sotterranei";"";"1";"46.2814";"13.144";"1510654178000";"1510654178000"
77;"1";"<Nessun titolo>";"Ella & Pitr";"";"1";"40.6374";"15.1067";"1510654178000";"1510654178000"
78;"1";"The Silence of the Slippers After the Rain";"Ella & Pitr";"";"1";"41.8999";"-87.6843";"1510654178000";"1510654178000"
79;"1";"<Nessun titolo>";"Etam Cru";"";"1";"25.2077";"55.2682";"1510654178000";"1510654178000"
80;"1";"<Nessun titolo>";"Etam Cru";"";"1";"57.0478";"9.92469";"1510654178000";"1510654178000"
81;"1";"Homage to the Past and Future";"Eversiempre";"";"1";"51.2207";"2.90659";"1510654178000";"1510654178000"
82;"1";"Imperishable Relics";"Evoca1";"";"1";"48.1956";"16.3564";"1510654178000";"1510654178000"
83;"1";"For All Seasons";"Farid Rueda";"";"1";"51.4823";"11.9953";"1510654178000";"1510654178000"
84;"1";"Kokesh";"Fin DAC, Edo Rath & Nol Art";"";"1";"51.5673";"4.78852";"1510654178000";"1510654178000"
85;"1";"Taaniko";"Fin DAC";"";"1";"-37.6451";"176.188";"1510654178000";"1510654178000"
86;"1";"Moving the Pointless Monument";"Fintan Magee";"";"1";"50.9698";"4.686";"1510654178000";"1510654178000"
87;"1";"<Nessun titolo>";"Fintan Magee";"";"1";"58.9662";"5.76293";"1510654178000";"1510654178000"
88;"1";"The visionary";"Fintan Magee";"";"1";"50.5096";"30.5785";"1510654178000";"1510654178000"
89;"1";"The Day After";"Fintan Magee";"";"1";"-27.58";"151.955";"1510654178000";"1510654178000"
90;"1";"<Nessun titolo>";"Giulio Vespirini";"";"1";"41.0965";"15.0013";"1510654178000";"1510654178000"
91;"1";"<Nessun titolo>";"GLeo";"";"1";"46.1609";"-1.21471";"1510654178000";"1510654178000"
92;"1";"Risveglio";"Gola Hundun";"";"1";"38.9142";"16.5701";"1510654178000";"1510654178000"
93;"1";"<Nessun titolo>";"Greg Gossel";"";"1";"44.9761";"-93.2778";"1510654178000";"1510654178000"
94;"1";"CAT and MOUF";"Greg Mike";"";"1";"42.3442";"-83.0386";"1510654178000";"1510654178000"
95;"1";"<Nessun titolo>";"Gris1";"";"1";"43.5772";"1.47855";"1510654178000";"1510654178000"
96;"1";"<Nessun titolo>";"Guido van Helten";"";"1";"51.2315";"2.93735";"1510654178000";"1510654178000"
97;"1";"<Nessun titolo>";"Guido van Helten";"";"1";"53.8886";"27.542";"1510654178000";"1510654178000"
98;"1";"<Nessun titolo>";"Guido Van Helten";"";"1";"53.4844";"18.7511";"1510654178000";"1510654178000"
99;"1";"Homeless";"Herakut";"";"1";"48.868";"2.41245";"1510654178000";"1510654178000"
100;"1";"<Nessun titolo>";"Hilda Palafox";"";"1";"20.6281";"-87.0765";"1510654178000";"1510654178000"
101;"1";"<Nessun titolo>";"Hopare";"";"1";"44.8556";"-0.566975";"1510654178000";"1510654178000"
102;"1";"<Nessun titolo>";"Hopare";"";"1";"37.3258";"126.814";"1510654178000";"1510654178000"
103;"1";"<Nessun titolo>";"Hopare";"";"1";"43.1004";"5.88893";"1510654178000";"1510654178000"
104;"1";"Balancing Act";"How & Nosm";"";"1";"42.3334";"-83.0465";"1510654178000";"1510654178000"
105;"1";"<Nessun titolo>";"Hyuro";"";"1";"41.1664";"15.2601";"1510654178000";"1510654178000"
106;"1";"Una donna libera";"Hyuro";"";"1";"36.9077";"14.7139";"1510654178000";"1510654178000"
107;"1";"<Nessun titolo>";"Innerfields";"";"1";"50.4942";"12.133";"1510654178000";"1510654178000"
108;"1";"Heaven and Hell on Earth";"INO";"";"1";"-3.72342";"-38.5355";"1510654178000";"1510654178000"
109;"1";"In Search of Sunrise";"INO";"";"1";"38.9823";"1.29945";"1510654178000";"1510654178000"
110;"1";"Man with No Name";"INO";"";"1";"53.8789";"27.5472";"1510654178000";"1510654178000"
111;"1";"<Nessun titolo>";"Irony";"";"1";"54.602";"-5.93121";"1510654178000";"1510654178000"
112;"1";"<Nessun titolo>";"Irony";"";"1";"51.4404";"-2.61021";"1510654178000";"1510654178000"
113;"1";"<Nessun titolo>";"Jace";"";"1";"48.8267";"2.35222";"1510654178000";"1510654178000"
114;"1";"Rise";"James Bullough";"";"1";"50.4117";"30.5247";"1510654178000";"1510654178000"
115;"1";"<Nessun titolo>";"Jayn";"";"1";"53.2292";"10.4015";"1510654178000";"1510654178000"
116;"1";"<Nessun titolo>";"Jayn";"";"1";"53.2334";"10.3831";"1510654178000";"1510654178000"
117;"1";"The LaBrea Owl";"Jeff Soto";"";"1";"34.0736";"-118.344";"1510654178000";"1510654178000"
118;"1";"<Nessun titolo>";"Jeroo";"";"1";"45.0539";"5.05872";"1510654178000";"1510654178000"
119;"1";"<Nessun titolo>";"Jimmy C";"";"1";"51.5241";"-0.070535";"1510654178000";"1510654178000"
120;"1";"<Nessun titolo>";"JR";"";"1";"40.7182";"-74.0023";"1510654178000";"1510654178000"
121;"1";"<Nessun titolo>";"Julia Volchkova";"";"1";"5.35154";"100.243";"1510654178000";"1510654178000"
122;"1";"<Nessun titolo>";"SETH Globepainter";"";"1";"30.8883";"121.01";"1510654178000";"1510654178000"
123;"1";"<Nessun titolo>";"L7M";"";"1";"40.6228";"-74.0823";"1510654178000";"1510654178000"
124;"1";"<Nessun titolo>";"Lee Jeffries";"";"1";"48.8305";"2.37906";"1510654178000";"1510654178000"
125;"1";"Nausée";"Levalet";"";"0";"48.8677";"2.35562";"1510654178000";"1510654178000"
126;"1";"Rescue";"Levalet";"";"1";"48.5805";"7.74697";"1510654178000";"1510654178000"
127;"1";"Rise and Fall";"Li-Hill";"";"1";"52.4986";"13.3595";"1510654178000";"1510654178000"
128;"1";"The Impact of Discovery";"Li-Hill";"";"1";"50.4489";"30.4573";"1510654178000";"1510654178000"
129;"1";"Nitpicking";"Lonac";"";"1";"45.3313";"14.4526";"1510654178000";"1510654178000"
130;"1";"<Nessun titolo>";"Low Bros";"";"1";"50.9703";"4.68045";"1510654178000";"1510654178000"
131;"1";"<Nessun titolo>";"Ludo";"";"1";"48.874";"2.3596";"1510654178000";"1510654178000"
132;"1";"Flower Launcher";"Ludo";"";"1";"48.8641";"2.39327";"1510654178000";"1510654178000"
133;"1";"<Nessun titolo>";"MadC";"";"1";"31.6329";"-7.98945";"1510654178000";"1510654178000"
134;"1";"<Nessun titolo>";"MadC";"";"1";"48.7823";"2.40495";"1510654178000";"1510654178000"
135;"1";"<Nessun titolo>";"Mademoiselle Maurice";"";"1";"48.8179";"2.35799";"1510654178000";"1510654178000"
136;"1";"Birds";"Man o Matic";"";"1";"37.2552";"-6.95593";"1510654178000";"1510654178000"
137;"1";"Crumbling As we Climb";"Aaron Li-Hill";"";"1";"33.7752";"-118.187";"1510654178000";"1510654178000"
138;"1";"<Nessun titolo>";"Martin Ron";"";"1";"-34.6266";"-58.4082";"1510654178000";"1510654178000"
139;"1";"<Nessun titolo>";"Martin Whatson";"";"1";"58.9692";"5.76119";"1510654178000";"1510654178000"
140;"1";"Behind the Curtain";"Martin Whatson";"";"1";"25.802";"-80.2288";"1510654178000";"1510654178000"
141;"1";"Never give up";"Millo";"";"1";"-33.4403";"-70.6462";"1510654178000";"1510654178000"
142;"1";"<Nessun titolo>";"Millo";"";"1";"50.9227";"5.94947";"1510654178000";"1510654178000"
143;"1";"Suvannamaccha";"Millo";"";"1";"9.50305";"99.9058";"1510654178000";"1510654178000"
144;"1";"<Nessun titolo>";"Mr. Blob and Korvo";"";"1";"45.4376";"9.17107";"1510654178000";"1510654178000"
145;"1";"Keep on Listening Any Kind of Shape Talk with You";"Mr. THOMS";"";"1";"58.376";"26.7783";"1510654178000";"1510654178000"
146;"1";"<Nessun titolo>";"Mr.WOODLAND";"";"1";"48.3162";"11.9046";"1510654178000";"1510654178000"
147;"1";"<Nessun titolo>";"Mr Cenz";"";"1";"52.475";"-1.87521";"1510654178000";"1510654178000"
148;"1";"<Nessun titolo>";"Mue Bon";"";"1";"13.7381";"100.53";"1510654178000";"1510654178000"
149;"1";"<Nessun titolo>";"Muretz";"";"1";"51.5633";"-0.095869";"1510654178000";"1510654178000"
150;"1";"Samurai Likeism";"Nafir";"";"1";"52.4986";"13.3595";"1510654178000";"1510654178000"
151;"1";"Inhuman barriers";"NeverCrew";"";"1";"53.4807";"-2.23174";"1510654178000";"1510654178000"
152;"1";"<Nessun titolo>";"NeverCrew";"";"1";"28.5328";"77.2789";"1510654178000";"1510654178000"
153;"1";"Calais Jungle";"Nomad Clan";"";"1";"53.4817";"-2.2458";"1510654178000";"1510654178000"
154;"1";"Final Fleet";"Nomad Clan";"";"1";"53.8153";"-3.04829";"1510654178000";"1510654178000"
155;"1";"Translucent Medusa";"Nychos";"";"1";"57.0502";"9.90914";"1510654178000";"1510654178000"
156;"1";"Exploding Ronald’s head";"Nychos";"";"0";"40.5749";"-73.9811";"1510654178000";"1510654178000"
157;"1";"<Nessun titolo>";"Nychos";"";"1";"50.9711";"4.68187";"1510654178000";"1510654178000"
158;"1";"We are the Gemeos";"Jorit Agoch";"";"1";"40.72";"-73.9903";"1510654178000";"1510654178000"
159;"1";"Soho Dog";"Okuda";"";"1";"40.7218";"-73.9978";"1510654178000";"1510654178000"
160;"1";"<Nessun titolo>";"Okuda San Miguel";"";"1";"32.2439";"-8.52195";"1510654178000";"1510654178000"
161;"1";"Sweetest Sin";"ONUR & Wes21";"";"1";"52.5";"13.4083";"1510654178000";"1510654178000"
162;"1";"Efêmero";"Os Gemeos";"";"0";"45.5188";"9.21813";"1510654178000";"1510654178000"
163;"1";"<Nessun titolo>";"Os Gemeos";"";"1";"40.7243";"-73.9879";"1510654178000";"1510654178000"
164;"1";"<Nessun titolo>";"Adnate";"";"1";"51.5317";"-0.057538";"1510654178000";"1510654178000"
165;"1";"<Nessun titolo>";"Pablito Zago";"";"1";"43.942";"4.80569";"1510654178000";"1510654178000"
166;"1";"<Nessun titolo>";"Pablito Zago";"";"1";"43.953";"4.82058";"1510654178000";"1510654178000"
167;"1";"<Nessun titolo>";"Pantónio";"";"0";"50.4583";"30.4021";"1510654178000";"1510654178000"
168;"1";"Nelu";"Pastel";"";"1";"59.9243";"10.7983";"1510654178000";"1510654178000"
169;"1";"<Nessun titolo>";"Pastel";"";"1";"-34.5863";"-58.3736";"1510654178000";"1510654178000"
170;"1";"Camouflage (Tribute to René Magritte)";"Pejac";"";"0";"45.3337";"14.4562";"1510654178000";"1510654178000"
171;"1";"Mother’s Artists";"Pejac";"";"0";"31.9054";"36.5809";"1510654178000";"1510654178000"
172;"1";"Rotation";"Pejac";"";"1";"31.9612";"35.9129";"1510654178000";"1510654178000"
173;"1";"<Nessun titolo>";"Phlegm";"";"1";"52.4768";"-1.885";"1510654178000";"1510654178000"
174;"1";"Time To Scream And Shout";"Phlegm and Mum";"";"1";"64.1495";"-21.9468";"1510654178000";"1510654178000"
175;"1";"<Nessun titolo>";"Phlegm";"";"1";"30.3289";"-81.6593";"1510654178000";"1510654178000"
176;"1";"<Nessun titolo>";"Pixel Pancho";"";"1";"40.7048";"-73.9235";"1510654178000";"1510654178000"
177;"1";"One Wall";"Pixel Pancho";"";"1";"52.576";"13.2713";"1510654178000";"1510654178000"
178;"1";"Reminiscence";"Remed";"";"1";"34.0513";"-118.241";"1510654178000";"1510654178000"
179;"1";"<Nessun titolo>";"Remi Rough";"";"1";"31.634";"-8.01091";"1510654178000";"1510654178000"
180;"1";"<Nessun titolo>";"Rocket01";"";"1";"53.4844";"-2.21446";"1510654178000";"1510654178000"
181;"1";"<Nessun titolo>";"RONE";"";"1";"36.1444";"-86.7155";"1510654178000";"1510654178000"
182;"1";"Emma of Göteburg";"Rone";"";"0";"57.6543";"11.9122";"1510654178000";"1510654178000"
183;"1";"Sailor Story";"Rustam QBic";"";"1";"33.6793";"-116.175";"1510654178000";"1510654178000"
184;"1";"<Nessun titolo>";"Sabek";"";"1";"67.2832";"14.3822";"1510654178000";"1510654178000"
185;"1";"American Women";"Said Dokins";"";"1";"33.6793";"-116.175";"1510654178000";"1510654178000"
186;"1";"<Nessun titolo>";"Sainer";"";"1";"49.5022";"8.47054";"1510654178000";"1510654178000"
187;"1";"Philos & Adelphos";"Saner";"";"1";"39.9624";"-75.1344";"1510654178000";"1510654178000"
188;"1";"<Nessun titolo>";"Sasha Korban";"";"1";"50.5261";"30.5169";"1510654178000";"1510654178000"
189;"1";"Huli";"Hula";"";"1";"-37.644";"176.188";"1510654178000";"1510654178000"
190;"1";"<Nessun titolo>";"Sean Yoro aka Hula";"";"1";"26.7059";"-80.0467";"1510654178000";"1510654178000"
191;"1";"<Nessun titolo>";"Sebas Velasco and Xabier XTRM";"";"1";"43.0747";"-2.20569";"1510654178000";"1510654178000"
192;"1";"<Nessun titolo>";"Sebas Velasco";"";"1";"51.2214";"24.7334";"1510654178000";"1510654178000"
193;"1";"Blue in green";"Sepe and Chazme";"";"1";"47.447";"19.1694";"1510654178000";"1510654178000"
194;"1";"Dream Big";"Seth";"";"1";"39.9841";"116.496";"1510654178000";"1510654178000"
195;"1";"Antipodes";"Seth Globepainter";"";"1";"-43.5408";"172.654";"1510654178000";"1510654178000"
196;"1";"<Nessun titolo>";"Seth";"";"1";"-8.66213";"115.135";"1510654178000";"1510654178000"
197;"1";"My Mountain";"Seth";"";"1";"22.9847";"114.02";"1510654178000";"1510654178000"
198;"1";"<Nessun titolo>";"SHOK-1";"";"1";"51.522";"-0.068788";"1510654178000";"1510654178000"
199;"1";"<Nessun titolo>";"SmugOne";"";"1";"52.2616";"-7.11333";"1510654178000";"1510654178000"
200;"1";"The artist and his muse";"Sokar Uno";"";"1";"53.55";"9.95986";"1510654178000";"1510654178000"
201;"1";"<Nessun titolo>";"Strøk";"";"0";"48.832";"2.34446";"1510654178000";"1510654178000"
202;"1";"<Nessun titolo>";"Suso33";"";"1";"43.2544";"-2.9285";"1510654178000";"1510654178000"
203;"1";"<Nessun titolo>";"TARM";"";"1";"-22.9114";"-43.2153";"1510654178000";"1510654178000"
204;"1";"To The Desert";"Tellas";"";"1";"-31.9978";"115.887";"1510654178000";"1510654178000"
205;"1";"Under the City";"Tellas";"";"1";"39.2292";"9.09741";"1510654178000";"1510654178000"
206;"1";"Fog";"Tellas";"";"1";"53.3797";"-1.47667";"1510654178000";"1510654178000"
207;"1";"<Nessun titolo>";"Tellas";"";"1";"51.5236";"-0.078481";"1510654178000";"1510654178000"
208;"1";"Ma?ana, 100 toni";"Alberonero";"";"1";"39.4813";"-0.3505";"1510654178000";"1510654178000"
209;"1";"Two Of One Kind";"Telmo Miel and Pariz One";"";"1";"38.7695";"-9.18972";"1510654178000";"1510654178000"
210;"1";"Half Way There";"Telmo Miel";"";"1";"43.3004";"13.7148";"1510654178000";"1510654178000"
211;"1";"When I Grow Up";"Telmo Miel";"";"1";"59.7381";"10.2047";"1510654178000";"1510654178000"
212;"1";"<Nessun titolo>";"The Weird";"";"1";"49.1096";"18.2317";"1510654178000";"1510654178000"
213;"1";"<Nessun titolo>";"Violant";"";"1";"40.199";"-8.39483";"1510654178000";"1510654178000"
214;"1";"What if I fall? But imagine, what if you fly?";"WD aka Wild Drawing";"";"1";"37.9769";"23.7904";"1510654178000";"1510654178000"
215;"1";"Knowledge speaks, wisdom listens";"WD aka Wild Drawing";"";"1";"37.9843";"23.7177";"1510654178000";"1510654178000"
216;"1";"<Nessun titolo>";"WD aka Wild Drawing";"";"1";"35.9017";"14.5127";"1510654178000";"1510654178000"
217;"1";"<Nessun titolo>";"WD aka Wild Drawing";"";"1";"37.9792";"23.7355";"1510654178000";"1510654178000"
218;"1";"Prosperity";"WD aka Wild Drawing";"";"1";"65.7369";"24.5635";"1510654178000";"1510654178000"
219;"1";"Wake me up when September ends";"WD aka Wild Drawing";"";"1";"60.1709";"25.0116";"1510654178000";"1510654178000"
220;"1";"<Nessun titolo>";"Wes21 & Onur";"";"1";"25.8027";"-80.2001";"1510654178000";"1510654178000"
221;"1";"<Nessun titolo>";"Wild Welva";"";"1";"37.2708";"-6.92408";"1510654178000";"1510654178000"
222;"1";"<Nessun titolo>";"YASH";"";"1";"59.311";"18.0624";"1510654178000";"1510654178000"
223;"1";"Where Trees Don’t Grow";"YASH";"";"0";"57.7265";"11.897";"1510654178000";"1510654178000"
224;"1";"Jack The Ripper";"Zabou";"";"1";"51.5159";"-0.075668";"1510654178000";"1510654178000"
225;"1";"Stone Quarry";"Zest";"";"1";"47.1533";"4.88692";"1510654178000";"1510654178000"
226;"40";"Half To";"Rustam QBic";"";"1";"21.7119";"-6.489";"1551195362000";"1551195730000"
227;"4";"After Reflexion";"YASH";"";"1";"-18.681";"135.6343";"1551195363000";"1551195526000"
228;"34";".PRIMA. cultures";"Sasha Korban";"";"1";"45.2699";"-66.3246";"1551195363000";"1551195393000"
229;"76";"Scream Dismaland";"Guido van Helten";"";"1";"51.8733";"-112.5823";"1551195363000";"1551195802000"
230;"92";"Huli Incognito";"BIK ISMO";"";"1";"47.2852";"114.8234";"1551195363000";"1551195386000"
231;"19";"Artists Totoro";"1010";"";"1";"29.9117";"-9.821";"1551195363000";"1551195484000"
232;"17";"American breeding";"BLU";"";"1";"-54.9079";"-66.6461";"1551195363000";"1551195638000"
233;"64";"Rain Nausée";"Sebas Velasco";"";"1";"48.6661";"-102.3771";"1551195363000";"1551195757000"
234;"83";"toni Kokesh";"Jorit Agoch";"";"1";"3.8423";"22.3432";"1551195363000";"1551195719000"
235;"37";"Imperishable My";"Martin Whatson";"";"1";"-31.5103";"-65.5074";"1551195363000";"1551195573000"
236;"91";"Way Antipodes";"Pablito Zago";"";"1";"26.6597";"3.2014";"1551195363000";"1551195528000"
237;"38";"Likeism Europe";"Dourone";"";"1";"14.5873";"4.3273";"1551195363000";"1551195653000"
238;"85";"Meanwhile One";"Pejac";"";"1";"39.9442";"62.0552";"1551195363000";"1551195798000"
239;"25";"White One";"Nychos";"";"1";"29.6737";"-82.7486";"1551195363000";"1551195533000"
240;"3";"if The";"Anet Ronen";"";"1";"45.985";"-106.3946";"1551195363000";"1551195483000"
241;"15";"Ma?ana, Blind";"Daniel Padure";"";"1";"45.8392";"92.3901";"1551195363000";"1551195581000"
242;"58";"Rise Water";"ONUR & Wes21";"";"1";"44.9799";"100.3556";"1551195363000";"1551195691000"
243;"99";"Nausée Streetoceros";"Sasha Korban";"";"1";"-17.9805";"137.6481";"1551195363000";"1551195824000"
244;"73";"Efêmero small";"SeaCreative";"";"1";"-15.5449";"22.4972";"1551195363000";"1551195550000"
245;"41";"Nausée Sin";"SETH Globepainter";"";"1";"6.7412";"-6.5227";"1551195363000";"1551195715000"
246;"59";"Risveglio Sin";"Rustam QBic";"";"1";"42.3543";"129.2068";"1551195363000";"1551195412000"
247;"49";"The Wings";"David MEGGS Hooke";"";"1";"-4.0088";"-76.5456";"1551195363000";"1551195397000"
248;"22";"Past Kokesh";"Evoca1";"";"1";"33.9946";"87.596";"1551195363000";"1551195599000"
249;"87";"For head";"Cbloxx & AYLO of Nomad Clan";"";"1";"27.6444";"82.8174";"1551195363000";"1551195428000"
250;"95";"Philos Risveglio";"Os Gemeos";"";"1";"20.1905";"32.3024";"1551195363000";"1551195840000"
251;"63";"Ripper I";"Pejac";"";"1";"7.678";"122.7791";"1551195363000";"1551195449000"
252;"80";"The to";"Deih";"";"1";"42.4524";"111.019";"1551195363000";"1551195636000"
